original_gene_id	renamed_gene_id
mRNA_E-fasciculatus_M_contig1.1.1	c_organisms_00001
prot_E-fasciculatus_M_contig1.1.1	c_organisms_00002
mRNA_E-fasciculatus_M_contig1.2.1	c_organisms_00003
prot_E-fasciculatus_M_contig1.2.1	c_organisms_00004
mRNA_E-fasciculatus_M_contig1.3.1	c_organisms_00005
prot_E-fasciculatus_M_contig1.3.1	c_organisms_00006
mRNA_E-fasciculatus_M_contig1.4.1	c_organisms_00007
prot_E-fasciculatus_M_contig1.4.1	c_organisms_00008
mRNA_E-fasciculatus_M_contig1.5.1	c_organisms_00009
prot_E-fasciculatus_M_contig1.5.1	c_organisms_00010
mRNA_E-fasciculatus_M_contig1.6.1	c_organisms_00011
prot_E-fasciculatus_M_contig1.6.1	c_organisms_00012
mRNA_E-fasciculatus_M_contig1.7.1	c_organisms_00013
prot_E-fasciculatus_M_contig1.7.1	c_organisms_00014
mRNA_E-fasciculatus_M_contig1.8.1	c_organisms_00015
prot_E-fasciculatus_M_contig1.8.1	c_organisms_00016
mRNA_E-fasciculatus_M_contig1.9.1	c_organisms_00017
prot_E-fasciculatus_M_contig1.9.1	c_organisms_00018
mRNA_E-fasciculatus_M_contig1.10.1	c_organisms_00019
prot_E-fasciculatus_M_contig1.10.1	c_organisms_00020
mRNA_E-fasciculatus_M_contig1.11.1	c_organisms_00021
prot_E-fasciculatus_M_contig1.11.1	c_organisms_00022
mRNA_E-fasciculatus_M_contig1.12.1	c_organisms_00023
prot_E-fasciculatus_M_contig1.12.1	c_organisms_00024
mRNA_E-fasciculatus_M_contig1.13.1	c_organisms_00025
prot_E-fasciculatus_M_contig1.13.1	c_organisms_00026
mRNA_E-fasciculatus_M_contig1.14.1	c_organisms_00027
prot_E-fasciculatus_M_contig1.14.1	c_organisms_00028
mRNA_E-fasciculatus_M_contig1.15.1	c_organisms_00029
prot_E-fasciculatus_M_contig1.15.1	c_organisms_00030
mRNA_E-fasciculatus_M_contig1.16.1	c_organisms_00031
prot_E-fasciculatus_M_contig1.16.1	c_organisms_00032
mRNA_E-fasciculatus_M_contig1.17.1	c_organisms_00033
prot_E-fasciculatus_M_contig1.17.1	c_organisms_00034
mRNA_E-fasciculatus_M_contig1.18.1	c_organisms_00035
prot_E-fasciculatus_M_contig1.18.1	c_organisms_00036
mRNA_E-fasciculatus_M_contig1.19.1	c_organisms_00037
prot_E-fasciculatus_M_contig1.19.1	c_organisms_00038
mRNA_E-fasciculatus_M_contig1.20.1	c_organisms_00039
prot_E-fasciculatus_M_contig1.20.1	c_organisms_00040
mRNA_E-fasciculatus_M_contig1.21.1	c_organisms_00041
prot_E-fasciculatus_M_contig1.21.1	c_organisms_00042
mRNA_E-fasciculatus_M_contig1.22.1	c_organisms_00043
prot_E-fasciculatus_M_contig1.22.1	c_organisms_00044
mRNA_E-fasciculatus_M_contig1.23.1	c_organisms_00045
prot_E-fasciculatus_M_contig1.23.1	c_organisms_00046
mRNA_E-fasciculatus_M_contig1.24.1	c_organisms_00047
prot_E-fasciculatus_M_contig1.24.1	c_organisms_00048
mRNA_E-fasciculatus_M_contig1.25.1	c_organisms_00049
prot_E-fasciculatus_M_contig1.25.1	c_organisms_00050
mRNA_E-fasciculatus_M_contig1.26.1	c_organisms_00051
prot_E-fasciculatus_M_contig1.26.1	c_organisms_00052
mRNA_E-fasciculatus_M_contig1.27.1	c_organisms_00053
prot_E-fasciculatus_M_contig1.27.1	c_organisms_00054
mRNA_E-fasciculatus_M_contig1.28.1	c_organisms_00055
prot_E-fasciculatus_M_contig1.28.1	c_organisms_00056
mRNA_E-fasciculatus_M_contig1.29.1	c_organisms_00057
prot_E-fasciculatus_M_contig1.29.1	c_organisms_00058
mRNA_E-fasciculatus_M_contig1.30.1	c_organisms_00059
prot_E-fasciculatus_M_contig1.30.1	c_organisms_00060
mRNA_E-fasciculatus_M_contig1.31.1	c_organisms_00061
prot_E-fasciculatus_M_contig1.31.1	c_organisms_00062
mRNA_E-fasciculatus_M_contig1.32.1	c_organisms_00063
prot_E-fasciculatus_M_contig1.32.1	c_organisms_00064
mRNA_E-fasciculatus_M_contig1.33.1	c_organisms_00065
prot_E-fasciculatus_M_contig1.33.1	c_organisms_00066
mRNA_E-fasciculatus_M_contig1.34.1	c_organisms_00067
prot_E-fasciculatus_M_contig1.34.1	c_organisms_00068
mRNA_E-fasciculatus_M_contig1.35.1	c_organisms_00069
prot_E-fasciculatus_M_contig1.35.1	c_organisms_00070
mRNA_E-fasciculatus_M_contig1.36.1	c_organisms_00071
prot_E-fasciculatus_M_contig1.36.1	c_organisms_00072
mRNA_E-fasciculatus_M_contig1.37.1	c_organisms_00073
prot_E-fasciculatus_M_contig1.37.1	c_organisms_00074
mRNA_E-fasciculatus_M_contig1.38.1	c_organisms_00075
prot_E-fasciculatus_M_contig1.38.1	c_organisms_00076
mRNA_E-fasciculatus_M_contig1.39.1	c_organisms_00077
prot_E-fasciculatus_M_contig1.39.1	c_organisms_00078
mRNA_E-fasciculatus_M_contig1.40.1	c_organisms_00079
prot_E-fasciculatus_M_contig1.40.1	c_organisms_00080
mRNA_E-fasciculatus_M_contig1.41.1	c_organisms_00081
prot_E-fasciculatus_M_contig1.41.1	c_organisms_00082
mRNA_E-fasciculatus_M_contig1.42.1	c_organisms_00083
prot_E-fasciculatus_M_contig1.42.1	c_organisms_00084
mRNA_E-fasciculatus_M_contig1.43.1	c_organisms_00085
prot_E-fasciculatus_M_contig1.43.1	c_organisms_00086
mRNA_E-fasciculatus_M_contig1.44.1	c_organisms_00087
prot_E-fasciculatus_M_contig1.44.1	c_organisms_00088
mRNA_E-fasciculatus_M_contig1.45.1	c_organisms_00089
prot_E-fasciculatus_M_contig1.45.1	c_organisms_00090
mRNA_E-fasciculatus_M_contig1.46.1	c_organisms_00091
prot_E-fasciculatus_M_contig1.46.1	c_organisms_00092
